Student Country,Topic,Subtopic,Keywords,Type of Answer
3,1,2,217,0
3,1,2,217,0
3,1,2,217,0
3,1,2,217,1
3,1,2,217,1
2,1,2,217,0
2,1,2,217,0
3,1,2,216,0
2,1,2,216,0
2,1,2,216,0
2,1,2,216,0
1,1,2,216,0
3,1,2,216,1
3,1,2,216,0
3,1,2,216,0
3,1,2,216,1
3,1,2,216,0
3,1,2,216,1
3,1,2,216,0
3,1,2,216,0
3,1,2,216,0
3,1,2,216,0
3,1,2,216,1
2,1,2,216,0
3,1,2,216,0
3,1,2,216,0
3,1,2,342,1
2,1,2,342,0
2,1,2,342,1
2,1,2,342,0
1,1,2,342,1
3,1,2,342,1
3,1,2,342,1
3,1,2,342,1
3,1,2,342,1
3,1,2,342,0
3,1,2,342,0
3,1,2,342,0
2,1,2,342,0
2,1,2,342,0
1,1,2,342,1
3,1,2,342,0
3,10,20,44,0
3,10,20,44,1
3,10,20,95,1
2,1,2,241,1
2,1,2,241,1
2,1,2,241,1
3,1,2,241,0
3,1,2,241,1
3,1,2,241,1
3,1,2,241,0
3,1,2,241,1
3,1,2,241,1
3,1,2,241,1
3,1,2,241,1
3,1,2,241,0
3,1,2,241,0
3,1,2,241,0
3,1,2,241,1
3,1,2,241,1
3,1,2,241,1
3,1,2,241,1
2,1,2,241,1
3,1,2,241,1
2,1,2,131,1
2,1,2,131,0
2,1,2,131,1
3,1,2,131,0
3,1,2,131,1
3,1,2,131,0
3,1,2,131,1
3,1,2,131,0
3,1,2,131,1
3,1,2,131,1
3,1,2,131,0
3,1,2,131,1
3,1,2,131,1
3,1,2,131,1
3,1,2,131,1
2,1,2,131,1
2,1,2,131,1
2,1,2,131,1
3,1,2,131,1
3,1,2,131,1
3,1,2,131,1
3,1,2,131,0
3,1,2,131,0
3,1,2,131,0
3,1,2,131,1
3,1,2,131,0
3,1,2,131,1
3,1,2,131,1
3,1,2,131,0
3,1,2,131,1
3,1,2,131,1
3,1,2,131,1
3,1,2,131,1
2,1,2,131,0
2,1,2,131,0
3,1,2,131,0
2,1,2,126,1
3,1,2,126,1
3,1,2,126,0
3,1,2,126,1
3,1,2,126,1
3,1,2,126,1
3,1,2,126,0
3,1,2,126,1
3,1,2,126,1
3,1,2,126,0
3,1,2,126,1
3,1,2,126,1
2,1,2,126,1
3,1,2,126,1
2,1,2,42,1
2,1,2,42,1
2,1,2,42,1
2,1,2,42,0
2,1,2,42,1
3,1,2,42,0
3,1,2,42,1
3,1,2,42,0
3,1,2,42,1
3,1,2,42,0
3,1,2,42,1
3,1,2,42,1
3,1,2,42,1
3,1,2,42,0
3,1,2,42,1
2,1,2,42,1
2,1,2,42,1
2,1,2,42,0
3,1,2,42,0
3,1,2,42,0
3,1,2,42,1
3,1,2,42,0
3,1,2,42,0
3,1,2,42,0
3,1,2,42,0
3,1,2,42,1
2,1,2,214,0
2,1,2,214,0
2,1,2,214,1
2,1,2,214,1
3,1,2,214,0
3,1,2,214,1
3,1,2,214,1
3,1,2,214,1
3,1,2,214,1
3,1,2,214,0
3,1,2,214,0
3,1,2,214,0
3,1,2,214,1
3,1,2,214,1
3,1,2,214,0
3,1,2,214,1
2,1,2,46,1
3,1,2,46,1
3,1,2,46,0
3,1,2,46,0
3,1,2,46,1
3,1,2,46,0
3,1,2,46,1
3,1,2,46,1
3,1,2,46,1
3,1,2,46,0
3,1,2,46,1
3,1,2,46,0
3,1,2,46,1
3,1,2,46,1
3,1,2,46,1
2,1,2,46,0
2,1,2,215,0
2,1,2,215,0
2,1,2,215,0
2,1,2,215,1
1,1,2,215,1
3,1,2,215,1
3,1,2,215,0
3,1,2,215,1
3,1,2,215,0
2,1,2,215,0
3,1,2,215,1
3,1,2,215,0
3,1,2,215,0
2,1,2,215,1
2,1,2,215,0
2,1,2,215,1
2,1,2,215,1
2,1,2,215,1
3,1,2,215,0
3,1,2,215,0
3,1,2,215,1
3,1,2,215,1
3,1,2,215,1
3,1,2,215,1
3,1,2,215,1
3,1,2,215,1
3,1,2,215,0
3,1,2,215,1
3,1,2,215,1
2,1,2,215,0
2,1,2,215,1
2,1,2,215,0
2,1,2,215,0
2,1,2,215,0
3,1,2,215,0
3,1,2,215,0
3,1,2,215,0
3,1,2,215,0
3,1,2,215,1
3,1,2,215,1
3,1,2,215,0
3,1,2,215,0
3,1,2,215,1
3,1,2,215,1
2,1,2,215,0
2,1,2,216,1
2,1,2,216,0
3,1,2,216,0
3,1,2,216,1
3,1,2,216,0
3,1,2,216,0
3,1,2,216,0
3,1,2,216,0
3,1,2,216,0
3,1,2,216,0
3,1,2,216,0
3,1,2,216,0
3,1,2,216,1
3,1,2,216,0
2,1,2,128,1
2,1,2,128,0
2,1,2,128,1
2,1,2,128,1
3,1,2,128,0
3,1,2,128,0
3,1,2,128,1
3,1,2,128,1
3,1,2,128,1
3,1,2,128,1
3,1,2,128,0
3,1,2,128,0
3,1,2,128,1
3,1,2,128,0
3,1,2,128,0
3,1,2,128,1
3,1,2,128,0
3,1,2,128,0
3,1,2,128,1
3,1,2,128,1
3,1,2,128,0
3,1,2,128,1
3,1,2,128,1
3,1,2,128,1
3,1,2,128,1
2,1,2,128,0
3,1,2,128,1
2,1,2,130,1
2,1,2,130,1
2,1,2,130,0
3,1,2,130,1
3,1,2,130,1
3,1,2,130,0
3,1,2,130,0
3,1,2,130,0
3,1,2,130,0
3,1,2,130,0
3,1,2,130,0
3,1,2,130,0
3,1,2,130,0
3,1,2,130,1
3,1,2,130,1
2,1,2,130,0
2,1,2,259,1
2,1,2,259,1
2,1,2,259,1
3,1,2,259,1
3,1,2,259,0
3,1,2,259,1
3,1,2,259,1
3,1,2,259,1
3,1,2,259,1
3,1,2,259,1
3,1,2,259,1
3,1,2,259,1
3,1,2,259,0
2,1,2,259,1
3,1,2,259,1
3,1,2,259,1
2,1,2,259,0
2,1,2,259,0
3,1,2,259,0
3,1,2,259,0
3,1,2,259,1
3,1,2,259,1
3,1,2,259,0
3,1,2,259,0
3,1,2,259,1
3,1,2,259,0
3,1,2,259,0
2,5,10,295,0
2,5,10,295,1
0,4,9,239,0
3,4,9,239,1
3,4,9,239,0
3,4,9,239,1
3,4,9,239,0
3,4,9,239,1
2,4,9,239,1
5,4,9,239,0
2,4,9,115,1
2,4,9,115,1
2,4,9,115,1
3,4,9,115,1
3,4,9,115,1
3,4,9,115,1
3,4,9,115,1
3,4,9,115,1
2,4,9,115,0
1,4,9,115,0
3,4,9,115,1
2,5,10,5,1
2,5,10,5,0
3,4,9,115,1
2,4,9,115,1
3,4,9,115,1
3,4,9,115,0
2,4,9,115,0
5,4,9,115,1
5,4,9,115,1
5,4,9,115,1
2,4,9,116,1
2,4,9,116,1
2,4,9,116,1
3,4,9,116,1
3,4,9,116,1
3,4,9,116,0
3,4,9,116,1
3,4,9,116,1
3,4,9,116,1
1,4,9,116,0
5,4,9,116,0
5,4,9,116,0
3,4,9,116,1
2,4,9,240,1
2,4,9,240,1
2,4,9,240,1
2,4,9,240,0
2,4,9,240,1
3,4,9,240,0
3,4,9,240,1
3,4,9,240,0
3,4,9,240,0
3,4,9,240,1
3,4,9,240,1
3,4,9,240,0
1,4,9,240,0
2,4,9,267,0
2,4,9,267,1
2,4,9,267,1
2,4,9,267,1
2,4,9,267,1
3,4,9,267,0
3,4,9,267,0
2,4,9,266,0
2,4,9,266,1
3,4,9,266,0
3,4,9,266,1
3,4,9,266,0
3,4,9,266,1
2,4,9,266,1
5,4,9,266,1
5,4,9,266,0
2,5,10,6,1
2,5,10,295,1
2,5,10,337,0
3,7,15,277,0
0,7,15,277,0
3,7,15,277,1
2,7,15,277,1
3,7,15,277,1
3,7,15,277,1
1,7,15,277,1
1,7,15,277,0
1,7,15,277,0
4,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
2,7,15,277,1
6,7,15,277,0
6,7,15,277,1
6,7,15,277,1
6,7,15,277,1
6,7,15,277,0
6,7,15,277,1
6,7,15,277,1
6,7,15,277,0
6,7,15,277,1
6,7,15,277,0
6,7,15,277,0
1,7,15,277,0
1,7,15,277,0
1,7,15,277,1
1,7,15,277,0
3,7,15,277,1
2,7,15,277,0
1,7,15,277,0
1,7,15,277,1
1,7,15,277,1
1,7,15,277,0
1,7,15,277,1
3,7,15,193,0
2,7,15,193,0
1,7,15,193,1
3,7,15,193,0
4,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
6,7,15,193,1
6,7,15,193,1
6,7,15,193,1
6,7,15,193,0
6,7,15,193,1
6,7,15,193,1
6,7,15,193,1
6,7,15,193,1
6,7,15,193,1
6,7,15,193,0
6,7,15,193,1
6,7,15,193,0
6,7,15,193,1
6,7,15,193,1
6,7,15,193,0
6,7,15,193,1
6,7,15,193,1
1,7,15,193,0
1,7,15,193,1
1,7,15,193,0
1,7,15,193,0
1,7,15,193,0
1,7,15,193,0
3,7,15,193,1
2,7,15,193,0
2,7,15,193,0
1,7,15,193,0
1,7,15,193,0
1,7,15,193,1
1,7,15,193,0
1,7,15,193,0
1,7,15,193,0
1,7,15,193,0
1,7,15,193,0
3,7,15,280,1
3,7,15,280,1
0,7,15,280,1
2,7,15,280,0
3,7,15,280,0
3,7,15,280,0
3,7,15,280,1
3,7,15,280,0
3,7,15,280,1
3,7,15,280,0
3,7,15,280,0
3,7,15,280,0
3,7,15,280,0
3,7,15,280,1
3,7,15,280,1
3,7,15,280,0
3,7,15,280,0
3,7,15,280,1
3,7,15,280,0
3,7,15,280,1
3,7,15,280,0
3,7,15,280,0
3,7,15,280,1
3,7,15,280,1
3,7,15,280,0
3,7,15,280,1
3,7,15,280,1
3,7,15,280,1
3,7,15,280,0
3,7,15,280,1
3,7,15,280,0
3,7,15,280,1
3,7,15,280,0
3,7,15,280,1
3,7,15,280,0
3,7,15,280,0
3,7,15,280,0
3,7,15,280,1
2,7,15,280,0
6,7,15,280,0
6,7,15,280,1
6,7,15,280,1
6,7,15,280,1
6,7,15,280,1
6,7,15,280,1
6,7,15,280,0
6,7,15,280,1
1,7,15,280,1
1,7,15,280,1
1,7,15,280,1
1,7,15,280,0
1,7,15,280,0
1,7,15,280,0
1,7,15,280,1
1,7,15,280,1
1,7,15,280,1
1,7,15,280,1
1,7,15,280,0
3,7,15,147,1
3,7,15,147,1
1,7,15,147,1
3,7,15,147,0
3,7,15,147,0
3,7,15,147,1
3,7,15,147,0
3,7,15,147,1
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,1
3,7,15,147,0
3,7,15,147,0
3,7,15,147,1
3,7,15,147,1
3,7,15,147,1
3,7,15,147,1
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,1
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,1
2,7,15,147,0
2,7,15,147,1
2,7,15,147,0
6,7,15,147,1
6,7,15,147,1
6,7,15,147,1
6,7,15,147,1
6,7,15,147,1
6,7,15,147,1
6,7,15,147,1
6,7,15,147,1
6,7,15,147,0
6,7,15,147,1
6,7,15,147,1
6,7,15,147,1
6,7,15,147,1
6,7,15,147,1
6,7,15,147,0
6,7,15,147,1
6,7,15,147,0
1,7,15,147,1
1,7,15,147,1
1,7,15,147,0
1,7,15,147,0
1,7,15,147,1
1,7,15,147,0
3,7,15,147,1
2,7,15,147,1
2,7,15,147,0
1,7,15,147,0
1,7,15,147,1
1,7,15,147,0
1,7,15,147,1
1,7,15,147,1
1,7,15,147,0
1,7,15,147,1
1,7,15,147,1
1,7,15,147,1
0,7,15,147,1
2,7,15,147,1
1,7,15,147,0
3,7,15,147,1
3,7,15,147,0
1,7,15,147,1
1,7,15,147,1
3,7,15,147,0
3,7,15,147,1
3,7,15,147,1
3,7,15,147,0
3,7,15,147,1
3,7,15,147,1
3,7,15,147,0
3,7,15,147,1
3,7,15,147,0
3,7,15,147,0
3,7,15,147,1
3,7,15,147,1
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,1
3,7,15,147,0
3,7,15,147,0
3,7,15,147,1
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
6,7,15,147,1
6,7,15,147,1
6,7,15,147,0
6,7,15,147,0
6,7,15,147,0
6,7,15,147,1
6,7,15,147,1
6,7,15,147,1
6,7,15,147,1
6,7,15,147,0
6,7,15,147,1
1,7,15,147,1
1,7,15,147,1
1,7,15,147,1
1,7,15,147,0
3,7,15,147,1
2,7,15,147,0
1,7,15,147,0
1,7,15,147,0
1,7,15,147,0
1,7,15,147,0
1,7,15,147,0
3,7,15,147,0
3,7,15,147,0
3,7,15,147,0
2,7,15,193,0
2,7,15,193,1
3,7,15,193,0
1,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
3,7,15,193,0
3,7,15,193,0
3,7,15,193,1
3,7,15,193,1
2,7,15,193,0
1,7,15,193,0
1,7,15,193,1
1,7,15,193,0
1,7,15,193,1
1,7,15,193,0
3,7,15,193,1
3,7,15,193,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
2,7,15,277,0
2,7,15,277,1
1,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,1
3,7,15,277,0
3,7,15,277,0
3,7,15,277,0
3,7,15,277,1
3,7,15,277,1
2,7,15,277,0
3,7,15,277,1
1,7,15,277,0
1,7,15,277,1
1,7,15,277,1
1,7,15,277,1
3,7,15,277,0
3,7,15,277,1
1,7,15,277,1
3,7,15,138,1
3,7,15,138,1
3,7,15,138,1
2,7,15,138,1
2,7,15,138,1
1,7,15,138,0
3,7,15,138,1
3,7,15,138,0
3,7,15,138,0
3,7,15,138,1
3,7,15,138,0
3,7,15,138,0
3,7,15,138,1
3,7,15,138,0
3,7,15,138,1
3,7,15,138,1
3,7,15,138,1
3,7,15,138,1
3,7,15,138,0
3,7,15,138,0
3,7,15,138,1
3,7,15,138,0
3,7,15,138,0
3,7,15,138,0
3,7,15,138,1
3,7,15,138,0
3,7,15,138,1
3,7,15,138,0
3,7,15,138,0
3,7,15,138,1
3,7,15,138,1
2,7,15,138,0
3,7,15,138,1
1,7,15,138,1
1,7,15,138,1
1,7,15,138,0
1,7,15,138,1
1,7,15,138,0
1,7,15,138,1
1,7,15,138,0
3,7,15,175,0
3,7,15,175,1
3,7,15,175,1
3,7,15,175,0
2,7,15,175,1
2,7,15,175,1
2,7,15,175,1
1,7,15,175,1
1,7,15,175,0
3,7,15,175,1
1,7,15,175,0
1,7,15,175,0
3,7,15,175,0
3,7,15,175,1
3,7,15,175,1
3,7,15,175,0
3,7,15,175,0
3,7,15,175,1
3,7,15,175,1
3,7,15,175,0
3,7,15,175,1
3,7,15,175,0
3,7,15,175,0
3,7,15,175,0
3,7,15,175,0
3,7,15,175,0
3,7,15,175,1
3,7,15,175,0
3,7,15,175,0
3,7,15,175,1
3,7,15,175,0
3,7,15,175,0
3,7,15,175,0
3,7,15,175,0
3,7,15,175,1
3,7,15,175,1
3,7,15,175,0
3,7,15,175,0
3,7,15,175,0
3,7,15,175,1
3,7,15,175,1
3,7,15,175,1
3,7,15,175,0
3,7,15,175,0
3,7,15,175,0
3,7,15,175,1
3,7,15,175,1
3,7,15,175,1
3,7,15,175,0
3,7,15,175,0
2,7,15,175,0
6,7,15,175,1
6,7,15,175,0
6,7,15,175,1
6,7,15,175,1
6,7,15,175,1
6,7,15,175,1
6,7,15,175,1
1,7,15,175,0
1,7,15,175,1
1,7,15,175,1
1,7,15,175,0
1,7,15,175,0
1,7,15,175,0
1,7,15,175,0
1,7,15,175,1
1,7,15,175,1
3,7,15,175,1
2,7,15,175,0
1,7,15,175,0
1,7,15,175,1
1,7,15,175,1
1,7,15,175,0
1,7,15,175,1
1,7,15,175,1
3,7,15,173,1
3,7,15,173,1
2,7,15,173,0
2,7,15,173,1
3,7,15,173,1
1,7,15,173,1
3,7,15,173,0
4,7,15,173,1
3,7,15,173,1
3,7,15,173,1
3,7,15,173,1
3,7,15,173,1
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,1
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,1
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,1
3,7,15,173,1
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,1
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
3,7,15,173,0
2,7,15,173,0
2,7,15,173,0
6,7,15,173,0
6,7,15,173,0
6,7,15,173,1
6,7,15,173,1
6,7,15,173,0
6,7,15,173,1
6,7,15,173,1
6,7,15,173,1
6,7,15,173,1
1,7,15,173,0
1,7,15,173,0
1,7,15,173,1
1,7,15,173,0
2,7,15,173,0
1,7,15,173,0
1,7,15,173,1
1,7,15,173,1
1,7,15,173,1
1,7,15,173,1
1,7,15,173,0
3,7,15,173,0
3,7,15,175,1
3,7,15,175,1
3,7,15,175,0
2,7,15,175,0
2,7,15,175,0
2,7,15,175,0
1,7,15,175,1
3,7,15,175,1
3,7,15,175,0
3,7,15,175,0
3,7,15,175,1
3,7,15,175,0
3,7,15,175,0
3,7,15,175,1
3,7,15,175,0
3,7,15,175,1
3,7,15,175,0
3,7,15,175,0
3,7,15,175,1
3,7,15,175,1
3,7,15,175,0
3,7,15,175,1
3,7,15,175,0
3,7,15,175,1
3,7,15,175,1
2,7,15,175,0
1,7,15,175,0
1,7,15,175,0
3,7,15,175,0
3,5,10,294,0
3,5,10,294,0
2,5,10,294,0
3,6,11,281,0
3,6,11,63,0
3,6,11,63,0
3,6,11,63,0
3,6,11,63,0
3,6,11,63,0
3,6,11,327,1
3,6,11,327,1
3,6,11,327,0
2,6,11,63,0
2,6,11,63,1
3,6,11,63,0
3,6,11,63,0
3,6,11,63,0
3,6,11,63,1
2,6,11,327,1
2,6,11,327,1
3,6,11,327,1
3,6,11,327,0
3,6,11,327,0
3,6,11,327,1
3,6,11,327,1
3,6,11,327,1
3,6,11,254,0
2,6,11,327,1
3,6,11,327,0
3,6,11,327,1
2,6,11,329,1
3,6,11,329,0
3,6,11,329,0
3,6,11,329,1
3,6,11,329,1
3,6,11,329,1
2,6,11,63,1
3,6,11,63,0
3,6,11,63,0
3,6,11,63,0
3,6,11,63,0
3,6,11,63,1
3,6,11,63,1
3,6,11,281,0
3,6,11,281,1
3,6,11,62,0
3,6,11,62,0
3,6,11,62,0
3,6,11,62,0
3,6,11,62,1
3,6,11,142,1
3,6,11,142,1
3,6,11,142,0
3,6,11,281,0
3,6,11,142,1
2,6,11,254,0
3,6,11,254,0
3,6,11,254,0
3,6,11,254,0
3,6,11,254,1
3,6,11,254,0
3,6,11,62,0
3,6,11,62,0
3,6,11,62,0
3,6,11,62,0
3,6,11,328,0
3,6,11,328,0
3,6,11,328,0
3,6,11,328,0
3,7,23,167,0
3,7,23,167,0
3,7,23,167,1
3,7,23,167,0
2,7,23,167,0
2,7,23,167,0
2,7,23,167,0
2,7,23,167,1
2,7,23,167,0
2,7,23,167,1
2,7,23,167,1
2,7,23,167,0
3,7,23,167,0
3,7,23,167,0
3,7,23,167,0
3,7,23,167,1
3,7,23,167,0
3,7,23,167,0
3,7,23,167,0
3,7,23,167,0
3,7,23,167,0
3,7,23,167,1
3,7,23,167,0
3,7,23,167,0
3,7,23,167,1
3,7,23,167,0
3,7,23,167,0
3,7,23,167,1
3,7,23,167,1
3,7,23,167,0
3,7,23,167,0
3,7,23,167,1
3,7,23,167,1
3,7,23,167,1
3,7,23,167,0
3,7,23,167,0
3,7,23,167,1
3,7,23,167,1
3,7,23,167,1
3,7,23,167,0
3,7,23,167,0
3,7,23,167,0
3,7,23,167,0
3,7,23,167,1
3,7,23,167,0
3,7,23,167,1
3,7,23,167,0
3,7,23,167,0
3,7,23,167,1
3,7,23,167,1
3,7,23,167,0
3,7,23,167,0
3,7,23,167,1
3,7,23,167,0
3,7,23,167,1
3,7,23,167,1
3,7,23,167,1
2,7,23,167,0
6,7,23,167,0
6,7,23,167,1
6,7,23,167,1
6,7,23,167,1
6,7,23,167,0
6,7,23,167,1
6,7,23,167,1
6,7,23,167,1
6,7,23,167,0
6,7,23,167,0
6,7,23,167,1
6,7,23,167,0
1,7,23,167,1
1,7,23,167,0
1,7,23,167,0
1,7,23,167,0
3,7,23,167,1
2,7,23,167,1
2,7,23,167,0
2,7,23,167,0
2,7,23,167,0
1,7,23,167,1
1,7,23,167,0
1,7,23,167,1
1,7,23,167,0
1,7,23,167,0
1,7,23,167,0
3,7,23,167,0
3,7,23,167,0
3,7,23,167,0
3,7,23,167,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
2,7,23,14,1
2,7,23,14,1
2,7,23,14,0
2,7,23,14,1
2,7,23,14,1
2,7,23,14,1
2,7,23,14,1
2,7,23,14,1
2,7,23,14,1
1,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,1
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,1
3,7,23,14,1
3,7,23,14,1
3,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
3,7,23,14,1
3,7,23,14,1
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,1
3,7,23,14,1
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,0
6,7,23,14,0
6,7,23,14,0
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
1,7,23,14,0
1,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
2,7,23,14,0
3,7,23,14,1
1,7,23,14,1
1,7,23,14,0
1,7,23,14,0
3,7,23,14,1
1,7,23,14,1
3,7,23,14,0
1,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
2,7,23,14,1
2,7,23,14,0
2,7,23,14,0
2,7,23,14,0
2,7,23,14,1
2,7,23,14,1
2,7,23,14,0
2,7,23,14,0
2,7,23,14,1
3,7,23,14,1
3,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
3,7,23,14,1
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,0
2,7,23,14,0
2,7,23,14,1
6,7,23,14,1
6,7,23,14,0
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,0
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
6,7,23,14,0
6,7,23,14,1
6,7,23,14,1
6,7,23,14,0
6,7,23,14,1
6,7,23,14,1
6,7,23,14,0
6,7,23,14,1
6,7,23,14,1
6,7,23,14,1
2,7,23,14,0
2,7,23,14,0
2,7,23,14,0
1,7,23,14,0
1,7,23,14,1
1,7,23,14,0
3,7,23,14,0
1,7,23,14,0
3,7,23,14,1
1,7,23,14,0
1,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
3,7,23,14,1
3,7,23,14,1
0,7,23,14,1
2,7,23,14,0
2,7,23,14,0
2,7,23,14,0
3,7,23,14,1
4,7,23,14,0
4,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
3,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
3,7,23,14,1
3,7,23,14,1
3,7,23,14,0
3,7,23,14,1
2,7,23,14,0
2,7,23,14,1
2,7,23,14,0
1,7,23,14,0
1,7,23,14,0
1,7,23,14,1
3,7,23,14,0
3,7,23,14,0
3,7,23,14,1
0,7,23,324,1
2,7,23,324,0
2,7,23,324,0
2,7,23,324,0
2,7,23,324,1
2,7,23,324,0
1,7,23,324,0
4,7,23,324,1
3,7,23,324,0
3,7,23,324,0
3,7,23,324,0
3,7,23,324,0
3,7,23,324,0
3,7,23,324,0
3,7,23,324,0
3,7,23,324,1
3,7,23,324,1
3,7,23,324,1
3,7,23,324,0
3,7,23,324,1
3,7,23,324,1
3,7,23,324,1
3,7,23,324,1
3,7,23,324,0
6,7,23,324,0
2,7,23,324,0
1,7,23,324,0
2,7,23,324,0
2,7,23,324,0
1,7,23,324,0
1,7,23,324,0
1,7,23,324,0
